State,City/Town,Places
 Maryland,Columbia,19125
 Maryland,Dundalk,23975
 Maryland,Ellicott,26000
 Maryland,Frederick,30325
 Maryland,Gaithersburg,31175
 Maryland,Germantown,32025
 Maryland,Glen Burnie,32650
 Maryland,Rockville,67675
 Maryland,Silver Spring,72450
 Maryland,Waldorf,81175
 Massachusetts,Boston,7000
 Massachusetts,Brockton,9000
 Massachusetts,Cambridge,11000
 Massachusetts,Fall River,23000
 Massachusetts,Framingham,24960
 Massachusetts,Haverhill,29405
 Massachusetts,Lawrence,34550
 Massachusetts,Lowell,37000
 Massachusetts,Lynn,37490
 Massachusetts,Malden,37875
 Massachusetts,Medford,39835
 Massachusetts,New Bedford,45000
 Massachusetts,Newton,45560
 Massachusetts,Quincy,55745
 Massachusetts,Somerville,62535
 Massachusetts,Springfield,67000
 Massachusetts,Worcester,82000
 Michigan,Ann Arbor,3000
 Michigan,Dearborn,21000
 Michigan,Detroit,22000
 Michigan,Farmington Hills,27440
 Michigan,Flint,29000
 Michigan,Grand Rapids,34000
 Michigan,Kalamazoo,42160
 Michigan,Lansing,46000
 Michigan,Livonia,49000
 Michigan,Novi,59440
 Michigan,Rochester Hills,69035
 Michigan,Southfield,74900
 Michigan,Sterling Heights,76460
 Michigan,Troy,80700
 Michigan,Warren,84000
 Michigan,Westland,86000
 Michigan,Wyoming,88940
 Minnesota,Blaine,6382
 Minnesota,Bloomington,6616
 Minnesota,Brooklyn Park,7966
 Minnesota,Duluth,17000
 Minnesota,Eagan,17288
 Minnesota,Lakeville,35180
 Minnesota,Maple Grove,40166
 Minnesota,Minneapolis,43000
 Minnesota,Plymouth,51730
 Minnesota,Rochester,54880
 Minnesota,St. Cloud,56896
 Minnesota,St. Paul,58000
 Minnesota,Woodbury,71428
 Mississippi,Gulfport,29700
 Mississippi,Jackson,36000
 Missouri,Columbia,15670
 Missouri,Independence,35000
 Missouri,Kansas,38000
 Missouri,Lee's Summit,41348
 Missouri,O'Fallon,54074
 Missouri,St. Charles,64082
 Missouri,St. Joseph,64550
 Missouri,St. Louis,65000
 Missouri,Springfield,70000
 Montana,Billings,6550
 Montana,Missoula,50200
 Nebraska,Lincoln,28000
 Nebraska,Omaha,37000
 Nevada,Enterprise,23770
 Nevada,Henderson,31900
 Nevada,Las Vegas,40000
 Nevada,North Las Vegas,51800
 Nevada,Paradise,54600
 Nevada,Reno,60600
 Nevada,Sparks,68400
 Nevada,Spring Valley,68585
 Nevada,Sunrise Manor,71400
 New Hampshire,Manchester,45140
 New Hampshire,Nashua,50260
 New Jersey,Bayonne,3580
 New Jersey,Camden,10000
 New Jersey,Clifton,13690
 New Jersey,East Orange,19390
 New Jersey,Elizabeth,21000
 New Jersey,Jersey,36000
 New Jersey,Lakewood,38580
 New Jersey,Newark,51000
 New Jersey,Passaic,56550
 New Jersey,Paterson,57000
 New Jersey,Toms River,73110
 New Jersey,Trenton,74000
 New Jersey,Union,74630
 New Mexico,Albuquerque,2000
 New Mexico,Las Cruces,39380
 New Mexico,Rio Rancho,63460
 New Mexico,Santa Fe,70500
 New York,Albany,1000
 New York,Buffalo,11000
 New York,Cheektowaga,15000
 New York,Mount Vernon,49121
 New York,New Rochelle,50617
 New York,New York,51000
 New York,Rochester,63000
 New York,Schenectady,65508
 New York,Syracuse,73000
 New York,Yonkers,84000
 North Carolina,Apex,1520
 North Carolina,Asheville,2140
 North Carolina,Cary,10740
 North Carolina,Charlotte,12000
 North Carolina,Concord,14100
 North Carolina,Durham,19000
 North Carolina,Fayetteville,22920
 North Carolina,Gastonia,25580
 North Carolina,Greensboro,28000
 North Carolina,Greenville,28080
 North Carolina,High Point,31400
 North Carolina,Jacksonville,34200
 North Carolina,Raleigh,55000
 North Carolina,Wilmington,74440
 North Carolina,Winston-Salem,75000
 North Dakota,Bismarck,7200
 North Dakota,Fargo,25700
 Ohio,Akron,1000
 Ohio,Canton,12000
 Ohio,Cincinnati,15000
 Ohio,Cleveland,16000
 Ohio,Columbus,18000
 Ohio,Dayton,21000
 Ohio,Lorain,44856
 Ohio,Parma,61000
 Ohio,Toledo,77000
 Oklahoma,Broken Arrow,9050
 Oklahoma,Edmond,23200
 Oklahoma,Lawton,41850
 Oklahoma,Norman,52500
 Oklahoma,Oklahoma,55000
 Oklahoma,Tulsa,75000
 Oregon,Beaverton,5350
 Oregon,Bend,5800
 Oregon,Eugene,23850
 Oregon,Gresham,31250
 Oregon,Hillsboro,34100
 Oregon,Medford,47000
 Oregon,Portland,59000
 Oregon,Salem,64900
 Pennsylvania,Allentown,2000
 Pennsylvania,Bethlehem,6088
 Pennsylvania,Erie,24000
 Pennsylvania,Philadelphia,60000
 Pennsylvania,Pittsburgh,61000
 Pennsylvania,Reading,63624
 Pennsylvania,Scranton,69000
 Rhode Island,Cranston,19180
 Rhode Island,Pawtucket,54640
 Rhode Island,Providence,59000
 Rhode Island,Warwick,74300
 South Carolina,Charleston,13330
 South Carolina,Columbia,16000
 South Carolina,Greenville,30850
 South Carolina,Mount Pleasant,48535
 South Carolina,North Charleston,50875
 South Carolina,Rock Hill,61405
 South Dakota,Rapid,52980
 South Dakota,Sioux Falls,59020
 Tennessee,Chattanooga,14000
 Tennessee,Clarksville,15160
 Tennessee,Franklin,27740
 Tennessee,Jackson,37640
 Tennessee,Johnson,38320
 Tennessee,Knoxville,40000
 Tennessee,Memphis,48000
 Tennessee,Murfreesboro,51560
 Tennessee,Nashville-Davidson metropolitan government (balance),52006
 Texas,Abilene,1000
 Texas,Allen,1924
 Texas,Amarillo,3000
 Texas,Arlington,4000
 Texas,Atascocita,4462
 Texas,Austin,5000
 Texas,Baytown,6128
 Texas,Beaumont,7000
 Texas,Brownsville,10768
 Texas,Bryan,10912
 Texas,Carrollton,13024
 Texas,Cedar Park,13552
 Texas,College Station,15976
 Texas,Conroe,16432
 Texas,Corpus Christi,17000
 Texas,Dallas,19000
 Texas,Denton,19972
 Texas,Edinburg,22660
 Texas,El Paso,24000
 Texas,Flower Mound,26232
 Texas,Fort Worth,27000
 Texas,Frisco,27684
 Texas,Garland,29000
 Texas,Georgetown,29336
 Texas,Grand Prairie,30464
 Texas,Harlingen,32372
 Texas,Houston,35000
 Texas,Irving,37000
 Texas,Killeen,39148
 Texas,Laredo,41464
 Texas,League,41980
 Texas,Leander,42016
 Texas,Lewisville,42508
 Texas,Longview,43888
 Texas,Lubbock,45000
 Texas,McAllen,45384
 Texas,McKinney,45744
 Texas,Mansfield,46452
 Texas,Mesquite,47892
 Texas,Midland,48072
 Texas,Mission,48768
 Texas,Missouri,48804
 Texas,New Braunfels,50820
 Texas,North Richland Hills,52356
 Texas,Odessa,53388
 Texas,Pasadena,56000
 Texas,Pearland,56348
 Texas,Pflugerville,57176
 Texas,Pharr,57200
 Texas,Plano,58016
 Texas,Richardson,61796
 Texas,Round Rock,63500
 Texas,Rowlett,63572
 Texas,San Angelo,64472
 Texas,San Antonio,65000
 Texas,San Marcos,65600
 Texas,Spring,69596
 Texas,Sugar Land,70808
 Texas,Temple,72176
 Texas,The Woodlands,72656
 Texas,Tyler,74144
 Texas,Victoria,75428
 Texas,Waco,76000
 Texas,Wichita Falls,79000
 Utah,Layton,43660
 Utah,Lehi,44320
 Utah,Ogden,55980
 Utah,Orem,57300
 Utah,Provo,62470
 Utah,St. George,65330
 Utah,Salt Lake,67000
 Utah,Sandy,67440
 Utah,South Jordan,70850
 Utah,West Jordan,82950
 Utah,West Valley,83470
 Virginia,Alexandria,1000
 Virginia,Arlington,3000
 Virginia,Centreville,14440
 Virginia,Chesapeake,16000
 Virginia,Dale,21088
 Virginia,Hampton,35000
 Virginia,Lynchburg,47672
 Virginia,Newport News,56000
 Virginia,Norfolk,57000
 Virginia,Portsmouth,64000
 Virginia,Richmond,67000
 Virginia,Roanoke,68000
 Virginia,Suffolk,76432
 Virginia,Virginia Beach,82000
 Washington,Auburn,3180
 Washington,Bellevue,5210
 Washington,Bellingham,5280
 Washington,Everett,22640
 Washington,Federal Way,23515
 Washington,Kennewick,35275
 Washington,Kent,35415
 Washington,Kirkland,35940
 Washington,Marysville,43955
 Washington,Pasco,53545
 Washington,Redmond,57535
 Washington,Renton,57745
 Washington,Sammamish,61115
 Washington,Seattle,63000
 Washington,South Hill,65922
 Washington,Spokane,67000
 Washington,Spokane Valley,67167
 Washington,Tacoma,70000
 Washington,Vancouver,74060
 Washington,Yakima,80010
 Wisconsin,Appleton,2375
 Wisconsin,Eau Claire,22300
 Wisconsin,Green Bay,31000
 Wisconsin,Janesville,37825
 Wisconsin,Kenosha,39225
 Wisconsin,Madison,48000
 Wisconsin,Milwaukee,53000
 Wisconsin,Oshkosh,60500
 Wisconsin,Racine,66000
 Wisconsin,Waukesha,84250
 Wyoming,Cheyenne,13900
 Puerto Rico,Bayamón zona urbana,6593
 Puerto Rico,Caguas zona urbana,10334
 Puerto Rico,Carolina zona urbana,14290
 Puerto Rico,Guaynabo zona urbana,32522
 Puerto Rico,Ponce zona urbana,63820
 Puerto Rico,San Juan zona urbana,76770
