City,Latitude,Longitude
"Frisco city, Texas",33.144803350000004,-96.74196769055371
"Garland city, Texas",32.91299415,-96.63716174999999
"Georgetown city, Texas",30.714913,-97.716683
"Grand Prairie city, Texas",35.248343,-101.795508
"Harlingen city, Texas",26.1653137,-97.7206597
"Houston city, Texas",29.784753,-95.361416
"Irving city, Texas",32.81405105,-96.9556627457996
"Killeen city, Texas",31.0857733,-97.6790018
"Laredo city, Texas",27.494411749999998,-99.41014368477765
"League City city, Texas",29.5049822,-95.0418329
"Leander city, Texas",30.58022115,-97.84126746018075
"Lewisville city, Texas",33.002346349999996,-96.9717943999129
"Longview city, Texas",32.4828634,-94.80290845981072
"Lubbock city, Texas",33.56415655,-101.80892782832652
"McAllen city, Texas",26.1970595,-98.23497429084291
"McKinney city, Texas",33.16003775,-96.63738999478933
"Mansfield city, Texas",32.5680169,-97.12258257018887
"Mesquite city, Texas",32.713490750000005,-96.5475451056721
"Midland city, Texas",31.999797450000003,-102.07531687533856
"Mission city, Texas",26.23741475,-98.33623618980188
"Missouri City city, Texas",37.341437,-91.952962
"New Braunfels city, Texas",29.7073056,-98.0883048
"North Richland Hills city, Texas",32.819803,-97.260832
"Odessa city, Texas",31.8313073,-102.3479312
"Pasadena city, Texas",29.6916727,-95.1961981
"Pearland city, Texas",29.549833,-95.25688993555627
"Pflugerville city, Texas",30.44088975,-97.62013350000001
"Pharr city, Texas",35.469264,-97.515679
"Plano city, Texas",33.0214002,-96.76653591263403
"Richardson city, Texas",32.9552647,-96.70305639471385
"Round Rock city, Texas",33.184283,-96.747331
"Rowlett city, Texas",35.469264,-97.515679
"San Angelo city, Texas",31.46502805,-100.43989522903024
"San Antonio city, Texas",28.6670745,-99.8227428
"San Marcos city, Texas",35.469264,-97.515679
"Spring CDP, Texas",30.059899,-95.394769
"Sugar Land city, Texas",29.5966629,-95.6224945420328
"Temple city, Texas",31.06490715,-97.44246855763227
"The Woodlands CDP, Texas",30.15799,-95.48938
"Tyler city, Texas",32.343259700000004,-95.3211525
"Victoria city, Texas",28.7857874,-97.01006672512338
"Waco city, Texas",31.55877615,-97.12958691055425
"Wichita Falls city, Texas",28.983277,-98.022848
"Layton city, Utah",41.082856,-111.9807183012069
"Lehi city, Utah",40.3898843,-111.84786867118956
"Ogden city, Utah",41.2332015,-111.96326261802258
"Orem city, Utah",40.2986688,-111.69255189142524
"Provo city, Utah",40.2323366,-111.65955435192308
"St. George city, Utah",40.233322,-111.661962
"Salt Lake City city, Utah",40.7596198,-111.886797
"Sandy city, Utah",40.5916147,-111.8841013
"South Jordan city, Utah",40.6740609,-111.9819364
"West Jordan city, Utah",40.6081402,-111.9273165981965
"West Valley City city, Utah",40.6967254,-111.986821
"Alexandria city, Virginia",14.0146616,-88.5743855
"Arlington CDP, Virginia",38.864458,-77.099638
"Centreville CDP, Virginia",38.830024,-77.435746
"Chesapeake city, Virginia",36.7503719,-76.22857998050293
"Dale City CDP, Virginia",38.65428,-77.349668
"Hampton city, Virginia",37.03393,-76.319456
"Lynchburg city, Virginia",37.413690700000004,-79.14438465
"Newport News city, Virginia",36.9775016,-76.42977
"Norfolk city, Virginia",14.0146616,-88.5743855
"Portsmouth city, Virginia",36.8313802,-76.37006108562697
"Richmond city, Virginia",37.5423406,-77.43987569293232
"Roanoke city, Virginia",14.0146616,-88.5743855
"Suffolk city, Virginia",14.0146616,-88.5743855
"Virginia Beach city, Virginia",14.01667,-88.56667
"Auburn city, Washington",47.30773215,-122.23069432886277
"Bellevue city, Washington",47.614930349999995,-122.19573727505185
"Bellingham city, Washington",48.7497455,-122.47860906492465
"Everett city, Washington",47.976945400000005,-122.20214385422224
"Federal Way city, Washington",47.303914000000006,-122.32648117633445
"Kennewick city, Washington",46.20308815,-119.12074073804882
"Kent city, Washington",47.3783793,-122.27418739042403
"Kirkland city, Washington",47.6762128,-122.1912163
"Marysville city, Washington",47.60796,-122.334382
"Pasco city, Washington",46.2357043,-119.0923410923813
"Redmond city, Washington",47.6576285,-122.089065
"Renton city, Washington",47.4799078,-122.2034496
"Sammamish city, Washington",47.6017554,-122.0416844
"Seattle city, Washington",47.6177084,-122.3444624
"South Hill CDP, Washington",47.120551,-122.283781
"Spokane city, Washington",47.66109545,-117.41386960428308
"Spokane Valley city, Washington",47.6565518,-117.2676963
"Tacoma city, Washington",47.2821168,-122.4792987
"Vancouver city, Washington",45.6253785,-122.67551441469294
"Yakima city, Washington",46.6187554,-120.57863712645138
"Appleton city, Wisconsin",44.26226295,-88.40691270331727
"Eau Claire city, Wisconsin",44.8689683,-91.4855007489738
"Green Bay city, Wisconsin",44.585849,-92.455522
"Janesville city, Wisconsin",42.68213705,-89.02680143360749
"Kenosha city, Wisconsin",42.6007333,-87.91290357488717
"Madison city, Wisconsin",43.10844885,-89.3123641
"Milwaukee city, Wisconsin",43.0349931,-87.922497
"Oshkosh city, Wisconsin",44.0202041,-88.54131575105701
"Racine city, Wisconsin",42.725810949999996,-87.78997996189348
"Waukesha city, Wisconsin",43.014928350000005,-88.23472228051864
"Cheyenne city, Wyoming",41.11818665,-104.76940269717915
"Bayamón zona urbana, Puerto Rico",18.37929,-66.16352
"Caguas zona urbana, Puerto Rico",18.33881,-67.25163
"Carolina zona urbana, Puerto Rico",18.40767,-65.98102
"Guaynabo zona urbana, Puerto Rico",18.38034,-67.18839
"Ponce zona urbana, Puerto Rico",18.33881,-67.25163
"San Juan zona urbana, Puerto Rico",18.33881,-67.25163
"Auburn city, Alabama",32.60101385,-85.51665708295118
"Birmingham city, Alabama",33.59985265,-86.63221556960227
"Dothan city, Alabama",31.221808250000002,-85.37800064140656
"Hoover city, Alabama",33.3871973,-86.80567999300487
"Huntsville city, Alabama",34.729847,-86.5859011
"Mobile city, Alabama",30.6893619,-88.0518965
"Montgomery city, Alabama",32.372562349999995,-86.30544414029366
"Tuscaloosa city, Alabama",33.1757082,-87.5331056
"Anchorage municipality, Alaska",61.2163129,-149.894852
"Avondale city, Arizona",33.4355977,-112.349602
"Buckeye city, Arizona",33.3703197,-112.583776
"Casas Adobes CDP, Arizona",32.340932,-111.010201
"Chandler city, Arizona",33.3062031,-111.8411851
"Flagstaff city, Arizona",35.238625799999994,-111.66325839519723
"Gilbert town, Arizona",33.3527632,-111.789037
"Glendale city, Arizona",33.5386858,-112.185994
"Goodyear city, Arizona",33.4073522,-112.3934809
"Maricopa city, Arizona",33.032167,-111.966842
"Mesa city, Arizona",33.4151005,-111.831455
"Peoria city, Arizona",33.5806115,-112.237294
"Phoenix city, Arizona",33.4484367,-112.074141
"Queen Creek town, Arizona",33.2669244,-111.64431265627806
"San Tan Valley CDP, Arizona",33.177898,-111.543353
"Scottsdale city, Arizona",33.4942189,-111.926018
"Surprise city, Arizona",33.629247,-112.3681428
"Tempe city, Arizona",33.4255117,-111.9400164
"Tucson city, Arizona",32.222622,-110.97477386698353
"Yuma city, Arizona",33.4351375,-112.0751188
"Conway city, Arkansas",35.0893262,-92.439956
"Fayetteville city, Arkansas",36.0616665,-94.16113896362981
"Fort Smith city, Arkansas",35.384996349999994,-94.42530488055675
"Jonesboro city, Arkansas",35.8386857,-90.7073347
"Little Rock city, Arkansas",34.7492587,-92.2754277
"Rogers city, Arkansas",36.3347994,-94.1193531
"Springdale city, Arkansas",36.186911249999994,-94.12920199533548
"Alameda city, California",37.7664611,-122.24349585403431
"Alhambra city, California",34.0925094,-118.1272924
"Anaheim city, California",33.803204,-117.88568940769623
"Antioch city, California",38.01631,-121.815234
"Apple Valley town, California",33.904043,-116.48276
"Arden-Arcade CDP, California",38.602265,-121.381746
"Bakersfield city, California",35.34682555,-119.03545398252858
"Baldwin Park city, California",34.88697,-117.030899
"Bellflower city, California",33.883545299999994,-118.12195877301458
"Berkeley city, California",37.866185900000005,-122.28527282333675
"Brentwood city, California",34.0521403,-118.4740699
"Buena Park city, California",34.1387383,-118.3886401
"Burbank city, California",34.1867044,-118.2828995
"Camarillo city, California",34.2228071,-119.0516609
"Carlsbad city, California",33.1647597,-117.3403158
"Carmichael CDP, California",38.635793,-121.323379
"Carson city, California",43.176977,-84.846395
"Castro Valley CDP, California",37.70371,-122.074774
"Chico city, California",39.7286094,-121.8380227
"Chino city, California",34.029319349999994,-117.68633499127239
"Chino Hills city, California",36.9883505,-121.974559
"Chula Vista city, California",38.112579,-122.241252
"Citrus Heights city, California",38.68258675,-121.29690834393745
"Clovis city, California",36.820162249999996,-119.63923814810065
"Compton city, California",33.9043727,-118.2421992
"Concord city, California",37.979147,-122.007725
"Corona city, California",33.85796995,-117.55390420153932
"Costa Mesa city, California",37.415706,-118.542393
"Daly City city, California",37.6904826,-122.47267
"Davis city, California",40.6389397,-93.8085217
"Downey city, California",33.9397381,-118.12893316717091
"Dublin city, California",37.7041487,-121.9175203
"East Los Angeles CDP, California",34.02963,-118.168648
"Eastvale city, California",33.976061900000005,-117.55253213041188
"El Cajon city, California",34.29889,-117.45644
"Elk Grove city, California",33.748864,-116.984832
"El Monte city, California",34.0745722,-118.0308389238582
"Escondido city, California",33.12441,-117.083793
"Fairfield city, California",38.273076,-122.041473
"Folsom city, California",38.676774,-121.152638
"Fontana city, California",34.1022332,-117.4353257
"Fremont city, California",37.51377,-121.944821
"Fresno city, California",36.884074350000006,-119.73649625129521
"Fullerton city, California",33.87078295,-117.92942000403399
"Garden Grove city, California",34.2052822,-118.5292518
"Glendale city, California",34.1538013,-118.2550389
"Hawthorne city, California",33.91853285,-118.35429657366072
"Hayward city, California",37.67089945,-122.0857705598822
"Hemet city, California",33.737811,-116.995579
"Hesperia city, California",34.4272152,-117.31674885808042
"Huntington Beach city, California",33.67703,-116.196782
"Indio city, California",33.745657050000005,-116.2150292
"Inglewood city, California",33.9651038,-118.33954431037299
"Irvine city, California",33.6705849,-117.7324939
"Jurupa Valley city, California",33.97508225,-117.47828243869208
"Lake Elsinore city, California",38.62029,-92.567502
"Lake Forest city, California",39.1525796,-120.1460738
"Lakewood city, California",33.846539,-118.112278
"Lancaster city, California",34.69893735,-118.14539514250148
"Livermore city, California",37.675237949999996,-121.755954866449
